No. Orden,N° de serie,Year,Quarter,Month,Day,Categoría,T. respuesta,Business Team,Pago Base CDMX y área metropolitana,Pago Base Interior,menos de 3 días,entre 3 y 6 días,entre 7 y 15 días,entre 16 y 30 días,entre 31 y 59 días,60 días o más,REGION,TR Ciudades principales,TR Otras ciudades,Loc TR,familia matriz global,Ruta,Year.1,Quarter.1,Month.1,Day.1,RESIDENTE/FIJO,time,viabilidad,veces_obj,pagofinal
69364,0XPN547563,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,NUEVO LEON,2019,Qtr 2,April,11,0,77,0,0,1573
69365,0BG2947161,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,NUEVO LEON,2019,Qtr 2,April,11,0,39,0,0,1573
69367,0A1H020723,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,NUEVO LEON,2019,Qtr 2,April,8,0,30,0,0,1573
69368,0BG2951552,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,NUEVO LEON,2019,Qtr 2,April,12,0,56,0,0,1573
69369,0E2B656739,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,NUEVO LEON,2019,Qtr 2,April,17,0,14,0,0,1573
69370,0BG2947470,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,NUEVO LEON,2019,Qtr 2,April,16,0,56,0,0,1573
69372,0EX9297587,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,GENERAL,2019,Qtr 2,April,22,0,352,0,0,1365
69373,0E1B980213,2019,Qtr 2,April,5,CORRECTIVO,0.6333333,Color Laser Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,GUANAJUATO,2019,Qtr 2,April,26,0,185,1.05,0.12666666,750.75
69374,0E2B646602,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,NUEVO LEON,2019,Qtr 2,April,22,0,3,0,0,1573
69376,0A1H020925,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,NUEVO LEON,2019,Qtr 2,April,11,0,11,0,0,1573
69377,0E2B646874,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Otras,Entry Production Color Low/Mid,NUEVO LEON,2019,Qtr 2,April,11,0,50,0,0,1573
69378,0EX9297705,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,NUEVO LEON,2019,Qtr 2,April,10,0,39,0,0,1365
69379,0BG2946786,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,NUEVO LEON,2019,Qtr 2,April,8,0,3,0,0,1573
69382,0BG2947926,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,NUEVO LEON,2019,Qtr 2,April,10,0,49,0,0,1573
69384,0E2B647375,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,NUEVO LEON,2019,Qtr 2,April,5,0,11,0,0,1573
69385,0EX9292081,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,NUEVO LEON,2019,Qtr 2,April,5,0,53,0,0,1365
69386,0A1H021572,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,NUEVO LEON,2019,Qtr 2,April,5,0,65,0,0,1573
69389,0BG2948914,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Otras,High End Cut Sheet,NUEVO LEON,2019,Qtr 2,April,9,0,8,0,0,1573
69390,0Y4X848740,2019,Qtr 2,April,5,CORRECTIVO,2.25,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,METRO,5,9,Ciudad principal,Light Production Digital Business,CIUDAD DE MEXICO,2019,Qtr 2,April,5,1,3,0,0,0
69391,0FBG479583,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Otras,High End Cut Sheet,NUEVO LEON,2019,Qtr 2,April,9,0,1,0,0,1573
69394,0A1H020667,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Otras,WF Mono Systems and Legacy Color,NUEVO LEON,2019,Qtr 2,April,9,0,142,0,0,1573
69399,0XPN547515,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Otras,Entry Production Color Low/Mid,NUEVO LEON,2019,Qtr 2,April,9,0,217,0,0,1573
69400,0EX9297573,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Otras,Departmental Digital,NUEVO LEON,2019,Qtr 2,April,9,0,15,0,0,1365
69401,0EX9293331,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,NUEVO LEON,2019,Qtr 2,April,11,0,161,0,0,1365
69404,0BG2945208,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,NUEVO LEON,2019,Qtr 2,April,10,0,1,0,0,1573
69405,0XPN551901,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,NUEVO LEON,2019,Qtr 2,April,15,0,25,0,0,1573
69407,0A1H021287,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,NUEVO LEON,2019,Qtr 2,April,9,0,126,0,0,1573
69408,0EX9306196,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,NUEVO LEON,2019,Qtr 2,April,24,0,74,0,0,1365
69409,0LX7660915,2019,Qtr 2,April,5,CORRECTIVO,1.783333,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Otras,A3 Office Color Laser MFPs,TAMAULIPAS,2019,Qtr 2,April,5,0,39,1.05,0.198148111111111,1433.25
69410,09HB328020,2019,Qtr 2,April,5,CORRECTIVO,1.566667,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,QUERETARO,2019,Qtr 2,April,5,0,309,1.05,0.3133334,750.75
69411,0BG2950042,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,NUEVO LEON,2019,Qtr 2,April,23,0,7,0,0,1573
69412,0E2B654062,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,NUEVO LEON,2019,Qtr 2,April,16,0,29,0,0,1573
69413,0A1H021961,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,NUEVO LEON,2019,Qtr 2,April,15,0,121,0,0,1573
69415,0A1H021488,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,JALISCO,2019,Qtr 2,April,8,0,59,0,0,1573
69416,0E2B646611,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,JALISCO,2019,Qtr 2,April,9,0,8,0,0,1573
69418,0EX9298213,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,JALISCO,2019,Qtr 2,April,5,0,70,0,0,1365
69419,0EX9296103,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,JALISCO,2019,Qtr 2,April,9,0,23,0,0,1365
69421,0PW4980265,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,JALISCO,2019,Qtr 2,April,5,0,24,0,0,1573
69433,0BG1000997,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,NUEVO LEON,2019,Qtr 2,April,5,0,0,0,0,1573
69435,0PW4152292,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,JALISCO,2019,Qtr 2,April,5,0,0,0,0,1573
69444,0ER2127933,2019,Qtr 2,April,5,CORRECTIVO,2.833333,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,,JALISCO,2019,Qtr 2,April,5,0,0,1.15,0.70833325,1808.95
69448,0LA6296587,2019,Qtr 2,April,5,CORRECTIVO,1.6,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,NUEVO LEON,2019,Qtr 2,April,5,0,71,1.05,0.32,750.75
69450,0T4B035507,2019,Qtr 2,April,5,CORRECTIVO,2.633333,Color Solid Ink Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Color Solid Ink Printers,JALISCO,2019,Qtr 2,April,25,0,25,0.6,0.5266666,429
69454,0MAV779133,2019,Qtr 2,April,5,CORRECTIVO,1.116667,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Xerox Color Press,COLIMA,2019,Qtr 2,April,5,1,10,0,0,0
69459,0A2T024295,2019,Qtr 2,April,5,CORRECTIVO,2.1,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,QUERETARO,2019,Qtr 2,April,8,NA,1,0,0,0
69461,0X76375747,2019,Qtr 2,April,5,CORRECTIVO,1.116667,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Departmental Digital,TAMAULIPAS,2019,Qtr 2,April,5,NA,0,0,0,0
69478,03TX405493,2019,Qtr 2,April,5,CONFIGURACION,0,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,CHIHUAHUA,2019,Qtr 2,April,5,0,10,0.6,0,819
69480,0XLT860105,2019,Qtr 2,April,5,CORRECTIVO,0.3333333,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Entry Mono Printers,COAHUILA,2019,Qtr 2,April,5,NA,129,0,0,0
69482,09HB333007,2019,Qtr 2,April,5,CORRECTIVO,2.716667,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,NUEVO LEON,2019,Qtr 2,April,5,0,22,0.6,0.5433334,429
69483,0A1H021961,2019,Qtr 2,April,5,CORRECTIVO,2.5,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,NUEVO LEON,2019,Qtr 2,April,5,0,-10,1.15,0.625,1808.95
69488,03AG880494,2019,Qtr 2,April,5,CORRECTIVO,1.15,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,5,0,8,0.6,0.23,819
69489,0E2B654062,2019,Qtr 2,April,5,CORRECTIVO,1.983333,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,NUEVO LEON,2019,Qtr 2,April,5,0,-11,1.15,0.49583325,1808.95
69490,0D6X458430,2019,Qtr 2,April,5,CORRECTIVO,0.7166666,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,CHIHUAHUA,2019,Qtr 2,April,9,0,354,1.05,0.14333332,750.75
69491,0E2B659015,2019,Qtr 2,April,5,CORRECTIVO,2.5,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,JALISCO,2019,Qtr 2,April,5,0,1,0.2,0.625,314.6
69494,0XLT861010,2019,Qtr 2,April,5,CORRECTIVO,1.25,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Entry Mono Printers,CHIHUAHUA,2019,Qtr 2,April,5,NA,0,0,0,0
69521,0E2B663505,2019,Qtr 2,April,5,CORRECTIVO,1.566667,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,JALISCO,2019,Qtr 2,April,8,0,58,1.1,0.39166675,1730.3
69524,0BG0974960,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,High End Cut Sheet,JALISCO,2019,Qtr 2,April,5,NA,0,0,0,0
69528,09HB331981,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,5,NA,28,0,0,0
69529,0E2B658511,2019,Qtr 2,April,5,CORRECTIVO,0.6166667,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,QUERETARO,2019,Qtr 2,April,8,0,2,0.2,0.154166675,314.6
69530,09HB331980,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,5,1,21,0,0,0
69533,09HB331671,2019,Qtr 2,April,5,CORRECTIVO,1.4,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,METRO,5,9,Ciudad principal,A4 Mono MFPs,CIUDAD DE MEXICO,2019,Qtr 2,April,5,0,1,0,0.28,0
69535,0Y4X847324,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,5,1,14,0,0,0
69537,0AGC431093,2019,Qtr 2,April,5,CORRECTIVO,2.3,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,TAMAULIPAS,2019,Qtr 2,April,17,0,231,1.15,0.575,1808.95
69538,0X76704205,2019,Qtr 2,April,5,CORRECTIVO,0.8166667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,5,0,28,0.8,0.16333334,1092
69553,0PW4980265,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,JALISCO,2019,Qtr 2,April,5,0,0,0,0,1573
69554,0EX7416648,2019,Qtr 2,April,5,CORRECTIVO,1.133333,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,8,0,3,0,0.2266666,0
69560,0E2B647375,2019,Qtr 2,April,5,CORRECTIVO,0.4833333,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,NUEVO LEON,2019,Qtr 2,April,8,0,0,1.15,0.120833325,1808.95
69566,0MX1219085,2019,Qtr 2,April,5,CORRECTIVO,0,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,JALISCO,2019,Qtr 2,April,17,0,220,1.1,0,1501.5
69569,09HB332059,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,5,1,36,0,0,0
69571,09HB331828,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,5,NA,0,0,0,0
69572,0RXD143457,2019,Qtr 2,April,5,CORRECTIVO,0,Color Laser Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,8,0,158,1.05,0,750.75
69573,0BG0974960,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,High End Cut Sheet,JALISCO,2019,Qtr 2,April,5,NA,0,0,0,0
69574,0Y4X847324,2019,Qtr 2,April,5,MANTENIMIENTO PREVENTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,5,1,0,0,0,0
69577,0XLT281595,2019,Qtr 2,April,6,MANTENIMIENTO PREVENTIVO,0,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,CHIHUAHUA,2019,Qtr 2,April,8,0,46,0,0,715
69578,0BG2943221,2019,Qtr 2,April,7,CORRECTIVO,0.5,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,ESTADO DE MEXICO,2019,Qtr 2,April,8,0,37,1.1,0.125,1730.3
69579,0BG2949312,2019,Qtr 2,April,7,CORRECTIVO,2.5,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,ESTADO DE MEXICO,2019,Qtr 2,April,11,0,6,0.6,0.625,943.8
69580,0E2B650746,2019,Qtr 2,April,7,CORRECTIVO,0.3,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,ESTADO DE MEXICO,2019,Qtr 2,April,8,0,52,1.1,0.075,1730.3
69582,0C4X008292,2019,Qtr 2,April,7,CORRECTIVO,0.4333333,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,8,NA,0,0,0,0
69583,03AG880355,2019,Qtr 2,April,7,CORRECTIVO,2.033333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,8,0,4,0,0.4066666,0
69584,0XPN396574,2019,Qtr 2,April,7,CORRECTIVO,0.55,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,JALISCO,2019,Qtr 2,April,8,0,4,0.6,0.1375,943.8
69585,9HB333175,2019,Qtr 2,April,7,CORRECTIVO,4.933333,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,MICHOACAN,2019,Qtr 2,April,12,NA,0,0,0,0
69586,0XPN393110,2019,Qtr 2,April,7,CORRECTIVO,0.55,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,NUEVO LEON,2019,Qtr 2,April,8,0,53,1.1,0.1375,1730.3
69587,0EX9297582,2019,Qtr 2,April,7,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Otras,Departmental Digital,COAHUILA,2019,Qtr 2,April,8,0,12,0,0,1365
69589,0EX9284764,2019,Qtr 2,April,8,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,TAMAULIPAS,2019,Qtr 2,April,8,0,13,0,0,1365
69593,0E2B656981,2019,Qtr 2,April,8,MANTENIMIENTO PREVENTIVO,0,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,TAMAULIPAS,2019,Qtr 2,April,8,0,5,0,0,1573
69597,03AG877879,2019,Qtr 2,April,8,CORRECTIVO,1.5,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,NUEVO LEON,2019,Qtr 2,April,8,0,27,0.8,0.3,1092
69598,0E2B106653,2019,Qtr 2,April,8,CORRECTIVO,1.633333,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,NUEVO LEON,2019,Qtr 2,April,8,0,236,1.15,0.40833325,1808.95
69605,0EX9297593,2019,Qtr 2,April,8,CORRECTIVO,1.6,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,COAHUILA,2019,Qtr 2,April,8,0,34,1.05,0.32,1433.25
69610,0Y4X848752,2019,Qtr 2,April,8,MANTENIMIENTO PREVENTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,8,1,10,0,0,0
69611,0BG2940370,2019,Qtr 2,April,8,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,CHIHUAHUA,2019,Qtr 2,April,8,0,-4,0,0,1573
69612,0MX4777373,2019,Qtr 2,April,8,CORRECTIVO,0.7666667,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,CHIHUAHUA,2019,Qtr 2,April,9,0,168,1.1,0.15333334,1501.5
69613,0Y4X848042,2019,Qtr 2,April,8,MANTENIMIENTO PREVENTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,8,1,18,0,0,0
69619,0PW4152292,2019,Qtr 2,April,8,CORRECTIVO,1.766667,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,JALISCO,2019,Qtr 2,April,10,0,3,0.6,0.44166675,943.8
69630,0XPN546541,2019,Qtr 2,April,8,CORRECTIVO,2.55,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,COAHUILA,2019,Qtr 2,April,8,0,19,1.05,0.6375,1651.65
69632,0BG2951638,2019,Qtr 2,April,8,CORRECTIVO,0.5333334,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,JALISCO,2019,Qtr 2,April,10,0,19,1.05,0.13333335,1651.65
69633,09HB320873,2019,Qtr 2,April,8,CORRECTIVO,1.9,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,ESTADO DE MEXICO,2019,Qtr 2,April,8,0,255,1.05,0.38,750.75
